DATE ,PARTY NAME ,PARTICULAR ,COLOR ,IN-WORD,WASHING,OUT-WORD,EXTRA,RATE , AMOUNT ,DESIGN,G.P,2/,2=,2,2/=,111=,VIRUS ,QTY,,
16-Nov-2019,MAHEEN BANGLE,RECEVIED,GOLDEN,100,,,,,0,JUGNO (WHITE),4268,,100,,,,,,,
16-Nov-2019,RAEES 10 NUMBER,RECEVIED,GOLDEN,215,,,,,0,NAGIN (WHITE),4272,115,100,,,,,,,
16-Nov-2019,AL SHADAB BANGLE,RECEVIED,GOLDEN,600,,,,,,SAPNA (WHITE),4273,300,200,100,,,,,,
16-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,200,,,,0,TAJ MEHAL (WHITE),,,,,,200,,,,
16-Nov-2019,HINA NAEEM,WASHING ,GOLDEN,,100,,,,0,NAGIN (WHITE),,,,,,100,,,,
16-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,200,,,,0,SADA BHAR (WHITE),,130,,70,,,,,,
16-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,300,,,,0,JUGNO (WHITE),,150,100,50,,,,,,
16-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,250,,,,0,B-F (WHITE),,150,,100,,,,,,
16-Nov-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,900,,,,0,GOLA (WHITE),,450,300,150,,,,,,
16-Nov-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,130,,,,0,NAGIN (WHITE),,,,130,,,,,,
16-Nov-2019,HINA NAEEM,WASHING ,GOLDEN,,44,,,,0,BHATTI KARA ,,26,,,,,,,,
16-Nov-2019,MAHEEN BANGLE,WASHING ,GOLDEN,,200,,,,0,NAMAK PARA (WHITE),,150,,50,,,,,,
16-Nov-2019,HINA NAEEM,WASHING ,GOLDEN,,66,,,,0,KIRAN (WHITE),,,,66,,,,,,
16-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,150,,,,0,B-F (WHITE),,,100,50,,,,,,
16-Nov-2019,DIL BHAR SHAH,WASHING ,GOLDEN,,120,,,,0,GOLA (WHITE),,,,,,120,,,,
16-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,150,,,,0,NAGIN (WHITE),,150,,,,,,,,
16-Nov-2019,MAHEEN BANGLE,WASHING ,GOLDEN,,100,,,,0,GOLA (WHITE),,,100,,,,,,,
16-Nov-2019,MAHEEN BANGLE,WASHING ,GOLDEN,,90,,,,0,TAJ MEHAL (WHITE),,,90,,,,,,,
16-Nov-2019,HINA NAEEM,WASHING ,GOLDEN,,50,,,,,GOLA (GOLDEN),,,,,50,,,,,
16-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,142,,,,,KANTA (WHITE),,,,,142,,,,,
16-Nov-2019,SAFFAN BANGLE,SENT,GOLDEN,,,300,300,105,31500,UJALA (WHITE),6267,150,100,50,,,,,,
16-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),6268,150,100,50,,,,,,
16-Nov-2019,HINA NAEEM,SENT,GOLDEN,,,225,225,105,23625,NAGIN (WHITE),6269,75,75,75,,,,,,
16-Nov-2019,MAHEEN BANGLE,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),6270,150,100,50,,,,,,
16-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,300,300,105,31500,JUGNO (WHITE),6271,150,100,50,,,,,,
16-Nov-2019,MILAP BANGLE,SENT,GOLDEN,,,300,300,105,31500,JUGNO (WHITE),6272,150,100,50,,,,,,
16-Nov-2019,FAIZAN MEMONA,SENT,GOLDEN,,,500,500,105,52500,F-16 (WHITE),6273,300,200,,,,,,,
16-Nov-2019,IRFA NAMAL,SENT,GOLDEN,,,163,163,105,17115,BARFI (WHITE),6274,,127,36,,,,,,
16-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,180,180,105,18900,NAGIN (WHITE),6275,,180,,,,,,,
16-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,190,190,105,19950,JUGNO (WHITE),6275,,100,90,,,,,,
16-Nov-2019,MILAP BANGLE,SENT,GOLDEN,,,50,50,105,5250,UJALA (WHITE),6276,50,,,,,,,,
16-Nov-2019,MILAP BANGLE,SENT,GOLDEN,,,200,200,105,21000,KANTA (WHITE),6276,,200,,,,,,,
16-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,367,367,105,38535,SADA BHAR (WHITE),6277,,,,367,,,,,
16-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,150,150,105,15750,JUGNO (WHITE),6277,,100,100,,,,,,
16-Nov-2019,SHAHID HIRA,SENT,GOLDEN,,,600,600,105,63000,GOLA (GOLDEN),6278,300,200,100,,,,,,
17-Nov-2019,MAKKAH BANGLE,RECEVIED,GOLDEN,342,,,,,0,NAGIN (WHITE),4274,260,82,,,,,,,
17-Nov-2019,KASHIF BHAI TAHIR,RECEVIED,GOLDEN,220,,,,,0,TAJ MEHAL (WHITE),4274,,160,60,,,,,,
17-Nov-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,7,,,,,0,TAJ MEHAL (WHITE),4275,,,7,,,,,,
17-Nov-2019,KASHIF BHAI TAHIR,RECEVIED,GOLDEN,30,,,,,0,TAJ MEHAL (WHITE),,,,30,,,,,,
17-Nov-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,330,,,,,0,GOLA (WHITE),4276,150,100,50,,,,,,
17-Nov-2019,KASHIF BHAI (MAKKAH),RECEVIED,GOLDEN,250,,,,,0,KANTA (WHITE),,100,100,50,,,,,,
17-Nov-2019,MAHEEN BANGLE,RECEVIED,GOLDEN,200,,,,,0,JUGNO (WHITE),4277,150,,50,,,,,,
17-Nov-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,200,,,,,0,SADA BHAR (WHITE),4278,200,,,,,,,,
17-Nov-2019,RAEES 10 NUMBER,RECEVIED,GOLDEN,35,,,,,0,NAGIN (WHITE),4280,35,,,,,,,,
17-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,150,,,,0,NAGIN (WHITE),,,100,50,,,,,,
17-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,100,,,,0,TAJ MEHAL (WHITE),,,100,,,,,,,
17-Nov-2019,MAHEEN BANGLE,WASHING ,GOLDEN,,100,,,,0,NAMAK PARA (WHITE),,,100,,,,,,,
17-Nov-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,260,,,,0,NAGIN (WHITE),,260,,,,,,,,
17-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,200,,,,0,NAGIN (WHITE),,100,100,,,,,,,
17-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,150,,,,0,B-F (WHITE),,150,,,,,,,,
17-Nov-2019,HINA NAEEM,WASHING ,GOLDEN,,100,,,,0,KIRAN (WHITE),,,100,,,,,,,
17-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,100,,,,0,JUGNO (WHITE),,,100,,,,,,,
17-Nov-2019,HINA NAEEM,WASHING ,GOLDEN,,82,,,,0,KIRAN (BLACK),,82,,,,,,,,
17-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,110,,,,0,KANTA (WHITE),,,,110,,,,,,
17-Nov-2019,REHAN FARHAN,WASHING ,GOLDEN,,500,,,,0,GOLA (WHITE),,300,200,,,,,,,
17-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,100,,,,0,JUGNO (WHITE),,,100,,,,,,,
17-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,100,,,,0,TAJ MEHAL (WHITE),,,,,,100,,,,
17-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,297,,,,0,KAJAL (WHITE),,,,,,297,,,,
17-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,400,,,,0,NAGIN (WHITE),,,,,400,,,,,
17-Nov-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,250,,,,0,GOLA (WHITE),,150,100,,,,,,,
17-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,750,750,105,78750,GOLA (WHITE),6279,450,300,,,,,,,
17-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,109,109,105,11445,JUGNO (WHITE),6280,109,,,,,,,,
17-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,200,200,105,21000,TAJ MEHAL (WHITE),6280,,,,,200,,,,
17-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,250,250,105,26250,B-F (WHITE),6280,150,100,,,,,,,
17-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,110,110,105,11550,JUGNO (WHITE),6281,110,,,,,,,,
17-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,300,300,105,31500,SADA BHAR (WHITE),6281,130,100,70,,,,,,
17-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,48,48,105,5040,KANTA (WHITE),6281,,48,,,,,,,
17-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,139,139,105,14595,NAGIN (WHITE),6281,107,,32,,,,,,
17-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,29,29,105,3045,JHALAK (WHITE),6281,,,,,,,,,
17-Nov-2019,QAZI AKRAM,SENT,GOLDEN,,,48,48,105,5040,KAJAL (WHITE),6282,,,,48,,2 VIRUS,,,
17-Nov-2019,QAZI AKRAM,SENT,GOLDEN,,,88,88,105,9240,NAGIN (WHITE),6282,,,,88,,2 VIRUS,,,
17-Nov-2019,QAZI AKRAM,SENT,GOLDEN,,,84,84,105,8820,TAJ MEHAL (WHITE),6282,,,,84,,,,,
17-Nov-2019,QAZI AKRAM,SENT,GOLDEN,,,100,100,105,10500,SADA BHAR (WHITE),6282,,,,100,,,,,
17-Nov-2019,QAZI AKRAM,SENT,GOLDEN,,,250,250,105,26250,MEHRAN (WHITE),6282,150,100,,,,,,,
17-Nov-2019,RAEES 10 NUMBER,SENT,GOLDEN,,,300,300,105,31500,JUGNO (WHITE),6283,150,100,50,,,,,,
17-Nov-2019,AL SHADAB BANGLE,SENT,GOLDEN,,,220,220,105,23100,NAMAK PARA (WHITE),6284,80,80,60,,,,,,
17-Nov-2019,AL SHADAB BANGLE,SENT,GOLDEN,,,60,60,105,6300,NAGIN (WHITE),6284,,60,,,,,,,
17-Nov-2019,DIL BHAR SHAH,SENT,GOLDEN,,,120,120,105,12600,GOLA (WHITE),6285,,120,,,,,,,
17-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,150,150,105,15750,GOLA (WHITE),6286,,,150,,,,,,
17-Nov-2019,HINA NAEEM,SENT,GOLDEN,,,75,75,105,7875,NAGIN (WHITE),6287,,,,,75,,,,
17-Nov-2019,MAHEEN BANGLE,SENT,GOLDEN,,,100,100,105,10500,GOLA (WHITE),6288,,100,,,,,,,
17-Nov-2019,MAHEEN BANGLE,SENT,GOLDEN,,,100,100,105,10500,TAJ MEHAL (WHITE),6288,,100,,,,,,,
17-Nov-2019,AL NOOR BANGLE,SENT,GOLDEN,,,150,150,105,15750,GOLA (WHITE),6289,150,,,,,,,,
17-Nov-2019,MILAP BANGLE,SENT,GOLDEN,,,300,300,105,31500,UJALA (WHITE),6290,,200,100,,,,,,
18-Nov-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,200,,,,,0,SHAMA (WHITE),4280,,200,,,,,,,
18-Nov-2019,SAFFAN BANGLE,RECEVIED,GOLDEN,120,,,,,0,NAMAK PARA (WHITE),4280,60,40,20,,,,,,
18-Nov-2019,RAEES 10 NUMBER,RECEVIED,GOLDEN,300,,,,,0,GOLA (WHITE),4281,150,100,50,,,,,,
18-Nov-2019,REHAN FARHAN,RECEVIED,GOLDEN,300,,,,,0,GOLA (WHITE),4282,,,,300,,,,,
18-Nov-2019,RAEES 10 NUMBER,RECEVIED,GOLDEN,50,,,,,0,GOLA (WHITE),4281,,,,50,,,,,
18-Nov-2019,FALAK STAR ,RECEVIED,GOLDEN,145,,,,,,JUGNO (WHITE),4283,,,,145,,,,,
18-Nov-2019,FALAK STAR ,RECEVIED,GOLDEN,67,,,,,,SADA BHAR (WHITE),4283,,,,67,,,,,
18-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,106,,,,0,TAJ MEHAL (WHITE),,,,,,106,,,,
18-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,100,,,,0,SADA BHAR (WHITE),,,,,,100,,,,
18-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,94,,,,0,NAGIN (WHITE),,,,,,94,,,,
18-Nov-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,230,,,,0,GOLA (WHITE),,150,,80,,,,,,
18-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,125,,,,0,TAJ MEHAL (WHITE),,125,,,,,,,,
18-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,50,,,,0,JUGNO (WHITE),,50,,,,,,,,
18-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,15,,,,0,MEHRAN (WHITE),,15,,,,,,,,
18-Nov-2019,REHAN FARHAN,WASHING ,GOLDEN,,100,,,,0,GOLA (WHITE),,,,100,,,,,,
18-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,100,,,,0,NAGIN (WHITE),,,,100,,,,,,
18-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,80,,,,0,NAGIN (WHITE),,,,80,,,,,,
18-Nov-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,50,,,,0,GOLA (WHITE),,,,50,,,,,,
18-Nov-2019,MAHEEN BANGLE,SENT,GOLDEN,,,300,300,105,31500,NAMAK PARA (WHITE),6291,150,100,50,,,,,,
18-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,150,150,105,15750,B-F (WHITE),6292,100,50,,,,,,,
18-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,340,340,105,35700,GOLA (GOLDEN),6293,140,100,100,,,,,,
18-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,85,85,105,8925,B-F (WHITE),6293,,85,,,,,,,
18-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,67,67,105,7035,SADA BHAR (WHITE),6293,67,,,,,,,,
18-Nov-2019,SHAHID HIRA,SENT,GOLDEN,,,100,100,105,10500,GOLA (GOLDEN),6294,,,,100,,,,,
18-Nov-2019,DIL BHAR SHAH,SENT,GOLDEN,,,120,120,105,12600,GOLA (WHITE),6295,,,,,120,,,,
18-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,150,150,105,15750,B-F (WHITE),6296,150,,,,,,,,
18-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,320,320,105,33600,NAGIN (WHITE),6296,120,100,100,,,,,,
18-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,72,72,105,7560,TAJ MEHAL (WHITE),6297,,,,72,,,,,
18-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,100,100,105,10500,SADA BHAR (WHITE),6297,,,,100,,,,,
18-Nov-2019,HINA NAEEM,SENT,GOLDEN,,,50,50,105,5250,GOLA (GOLDEN),6298,,,,,,,,,
18-Nov-2019,HINA NAEEM,SENT,GOLDEN,,,44,54,105,4620,BHATTI KARA ,6298,,,,,,,,,
19-Nov-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,370,,,,,0,NAGIN BACHA (WHITE),4284,,,,,,,,,
19-Nov-2019,HASAN ZAHEER,RECEVIED,GOLDEN,795,,,,,0,JHANKAR (GOLDEN),4285,,380,415,,,,,,
19-Nov-2019,SAJJAD BANGLE,RECEVIED,GOLDEN,600,,,,,0,UJALA (WHITE),4286,300,200,100,,,,,,
19-Nov-2019,AL QURESH BANGLE,RECEVIED,GOLDEN,500,,,,,0,GOLA BACHA (JAMNI),4287,,,,,,,,,
19-Nov-2019,MILAP BANGLE,RECEVIED,GOLDEN,120,,,,,0,UJALA (WHITE),4288,120,,,,,,,,
19-Nov-2019,RAEES 10 NUMBER,RECEVIED,GOLDEN,300,,,,,,UJALA (WHITE),4289,150,100,50,,,,,,
19-Nov-2019,MILAN BANGLE,RECEVIED,GOLDEN,362,,,,,,UJALA (WHITE),4290,90,146,126,,,,,,
19-Nov-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,600,,,,0,NAGIN (WHITE),,400,200,,,,,,,
19-Nov-2019,MAKKAH BANGLE,WASHING ,GOLDEN,,342,,,,0,NAGIN (WHITE),,260,82,,,,,,,
19-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,150,,,,0,JUGNO (WHITE),,150,,,,,,,,
19-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,430,,,,0,MEHRAN (WHITE),,280,150,,,,,,,
19-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,400,,,,0,NAGIN (WHITE),,240,160,,,,,,,
19-Nov-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,200,,,,0,GOLA (WHITE),,,100,,50,50,,,,
19-Nov-2019,KASHIF BHAI TAHIR,WASHING ,GOLDEN,,100,,,,0,KANTA (WHITE),,100,,,,,,,,
19-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,135,,,,0,NAGIN (WHITE),,,,,,135,,,,
19-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,100,,,,0,SADA BHAR (WHITE),,,,,,100,,,,
19-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,30,,,,0,GOLA (JAMNI),,,,,30,,,,,
19-Nov-2019,FAIZAN MEMONA,WASHING ,GOLDEN,,100,,,,0,KAJAL (WHITE),,,,,100,,,,,
19-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,150,,,,0,JUGNO (WHITE),,150,,,,,,,,
19-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,200,,,,0,SADA BHAR (WHITE),,200,,,,,,,,
19-Nov-2019,REHAN FARHAN,SENT,GOLDEN,,,500,500,105,52500,GOLA (WHITE),6299,300,200,,,,,,,
19-Nov-2019,MILAP BANGLE,SENT,GOLDEN,,,300,300,105,31500,JUGNO (WHITE),6300,150,100,50,,,,,,
19-Nov-2019,MILAP BANGLE,SENT,GOLDEN,,,168,168,105,17640,KANTA (WHITE),6300,,,68,100,,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,32,32,105,3360,KANTA (WHITE),6301,,32,,,,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,210,210,105,22050,NAGIN (WHITE),6302,210,,,,,,,,
19-Nov-2019,SAFFAN BANGLE,SENT,GOLDEN,,,300,300,105,31500,GOLA (WHITE),6303,150,100,50,,,,,,
19-Nov-2019,FAIZAN MEMONA,SENT,GOLDEN,,,445,445,105,46725,JUGNO (WHITE),6304,145,200,100,,,,,,
19-Nov-2019,FAIZAN MEMONA,SENT,GOLDEN,,,27,27,105,2835,GOLA (BLACK),6304,,,,,,,,,
19-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,98,98,105,10290,NAGIN (WHITE),6305,49,,49,,,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,100,100,105,10500,SADA BHAR (WHITE),6306,,,,,100,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,106,106,105,11130,TAJ MEHAL (WHITE),6306,,,,,106,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,94,94,105,9870,NAGIN (WHITE),6306,,,,,94,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,77,77,105,8085,BARFI (WHITE),6306,,,,77,,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,100,100,105,10500,NAGIN (WHITE),6306,,,100,,,,,,
19-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,28,28,105,2940,JHALAK (WHITE),6306,,,,,,,,,
19-Nov-2019,QAZI AKRAM,SENT,GOLDEN,,,50,50,105,5250,MEHRAN (WHITE),6307,,,50,,,,,,
19-Nov-2019,MAKKAH BANGLE,SENT,GOLDEN,,,300,300,105,31500,NAGIN (WHITE),6308,150,100,50,,,,,,
19-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,233,233,105,24465,NAGIN (WHITE),6309,,,,233,,,,,
19-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,33,33,105,3465,BARFI (WHITE),6309,,,,33,,,,,
19-Nov-2019,FALAK STAR ,SENT,GOLDEN,,,200,200,105,21000,KAJAL (WHITE),6310,,,,,200,,,,
20-Nov-2019,QAZI AKRAM,RECEVIED,GOLDEN,310,,,,,,NAGIN (WHITE),4291,,200,110,,,,,,
20-Nov-2019,MILAP BANGLE,RECEVIED,GOLDEN,130,,,,,0,UJALA (WHITE),4292,130,,,,,,,,
20-Nov-2019,MILAP BANGLE,RECEVIED,GOLDEN,120,,,,,0,MEHRAN (WHITE),4292,40,40,40,,,,,,
20-Nov-2019,RAEES 10 NUMBER,RECEVIED,GOLDEN,200,,,,,0,JUGNO BACHA (WHITE),4293,,,,,,,,,
20-Nov-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,300,,,,,0,JUGNO (WHITE),4294,150,100,50,,,,,,
20-Nov-2019,AL QURESH BANGLE,RECEVIED,GOLDEN,75,,,,,0,GOLA BACHA (GOLDEN),4296,,,,,,,,,
20-Nov-2019,AL QURESH BANGLE,RECEVIED,GOLDEN,225,,,,,0,GOLA BACHA (JAMNI),4296,,,,,,,,,
20-Nov-2019,MAHEEN BANGLE,RECEVIED,GOLDEN,200,,,,,,TAJ MEHAL (WHITE),4297,150,,50,,,,,,
20-Nov-2019,FAIZAN MEMONA,WASHING ,GOLDEN,,550,,,,0,F-16 (WHITE),,200,200,150,,,,,,
20-Nov-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,400,,,,0,SAPNA (WHITE),,300,,100,,,,,,
20-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,350,,,,0,NAGIN (WHITE),,200,100,50,,,,,,
20-Nov-2019,AL SHAMS BANGLE,WASHING ,GOLDEN,,350,,,,0,SADA BHAR (WHITE),,100,200,50,,,,,,
20-Nov-2019,IRFA NAMAL,WASHING ,GOLDEN,,131,,,,0,NAGIN (WHITE),,67,64,,,,,,,
20-Nov-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,100,,,,0,NAGIN (WHITE),,,,100,,,,,,
20-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,150,,,,0,JUGNO (WHITE),,,100,50,,,,,,
20-Nov-2019,KASHIF BHAI TAHIR,WASHING ,GOLDEN,,150,,,,0,NAGIN (WHITE),,150,,,,,,,,
20-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,200,,,,0,NOOR (WHITE),,150,,50,,,,,,
20-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,50,,,,0,JUGNO (WHITE),,,,50,,,,,,
20-Nov-2019,SAJJAD BANGLE,WASHING ,GOLDEN,,200,,,,0,GOLA (GOLDEN),,,,,200,,,,,
20-Nov-2019,RAEES 10 NUMBER,WASHING ,GOLDEN,,50,,,,0,GOLA (WHITE),,,,,50,,,,,
20-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,70,,,,0,UJALA (WHITE),,,,20,50,,,,,
20-Nov-2019,MAHEEN BANGLE,WASHING ,GOLDEN,,150,,,,,JUGNO (WHITE),,150,,,,,,,,
20-Nov-2019,IRFA NAMAL,WASHING ,GOLDEN,,40,,,,,GOLA (WHITE),,40,,,,,,,,
20-Nov-2019,IRFA NAMAL,WASHING ,GOLDEN,,45,,,,,JUGNO (WHITE),,45,,,,,,,,
20-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,40,,,,,MEHRAN (WHITE),,40,,,,,,,,
20-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,500,500,105,52500,NAGIN (WHITE),6311,400,100,,,,,,,
20-Nov-2019,MAKKAH BANGLE,SENT,GOLDEN,,,282,282,105,29610,NAGIN (WHITE),6312,200,82,,,,,,,
20-Nov-2019,MILAN BANGLE,SENT,GOLDEN,,,142,142,105,14910,NAGIN (WHITE),6313,60,82,,,,,,,
20-Nov-2019,ATISHAM BANGLE,SENT,GOLDEN,,,50,50,105,5250,GOLA (GOLDEN),6314,50,,,,,,,,
20-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,200,200,105,21000,NAGIN (WHITE),6315,,100,100,,,,,,
20-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,59,59,105,6195,SHAMA (WHITE),6315,,,,59,,,,,
20-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,50,50,105,5250,TAJ MEHAL (WHITE),6315,,,50,,,,,,
20-Nov-2019,SAJJAD BANGLE,SENT,GOLDEN,,,151,150,105,15855,NAMAK PARA (WHITE),6315,,,,,,,,,
20-Nov-2019,AMIR REHMANI,SENT,GOLDEN,,,300,300,105,31500,GOLA (WHITE),6316,120,120,60,,,,,,
20-Nov-2019,HINA NAEEM,SENT,GOLDEN,,,165,165,105,17325,KIRAN (WHITE),6317,,99,66,,,2 VIRUS,,,
20-Nov-2019,HINA NAEEM,SENT,GOLDEN,,,81,81,105,8505,KIRAN (BLACK),6317,81,,,,,,,,
20-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,418,418,105,43890,MEHRAN (WHITE),6318,268,150,,,,12 VIRUS,,,
20-Nov-2019,AL SHAMS BANGLE,SENT,GOLDEN,,,100,100,105,10500,NAGIN (WHITE),6318,100,,,,,,,,
21-Nov-2019,MILAP BANGLE,RECEVIED,GOLDEN,300,,,,,0,SADA BHAR (WHITE),4298,,,,300,,,,,
21-Nov-2019,AL SHAMS BANGLE,RECEVIED,GOLDEN,20,,,,,0,MEHRAN (WHITE),4299,20,,,,,,,,
21-Nov-2019,MILAP BANGLE,RECEVIED,GOLDEN,300,,,,,0,SHAMA (WHITE),4298,150,100,50,,,,,,
21-Nov-2019,FALAK STAR ,WASHING ,GOLDEN,,100,,,,0,NOOR (WHITE),,,100,,,,,,,
21-Nov-2019,AL SHADAB BANGLE,WASHING ,GOLDEN,,600,,,,0,SAPNA (WHITE),,300,200,100,,,,,,
21-Nov-2019,KASHIF BHAI TAHIR,WASHING ,GOLDEN,,42,,,,0,NAGIN (WHITE),,,42,,,,,,,
21-Nov-2019,MILAN BANGLE,WASHING ,GOLDEN,,300,,,,0,SAPNA (WHITE),,,,,300,,,,,
21-Nov-2019,AL SHADAB BANGLE,WASHING ,GOLDEN,,300,,,,0,UJALA (WHITE),,100,100,100,,,,,,
21-Nov-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,100,,,,0,UJALA (WHITE),,,,100,,,,,,
21-Nov-2019,MAHEEN BANGLE,WASHING ,GOLDEN,,150,,,,0,JUGNO (WHITE),,,100,50,,,,,,
21-Nov-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,50,,,,0,NAGIN (WHITE),,,,50,,,,,,
21-Nov-2019,SAFFAN BANGLE,WASHING ,GOLDEN,,150,,,,0,MEHRAN (WHITE),,150,,,,,,,,
21-Nov-2019,RAEES 10 NUMBER,WASHING ,GOLDEN,,300,,,,0,GOLA (WHITE),,150,100,50,,,,,,
21-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,40,,,,0,MEHRAN (WHITE),,,40,,,,,,,
21-Nov-2019,IRFA NAMAL,WASHING ,GOLDEN,,30,,,,0,GOLA (WHITE),,,30,,,,,,,
21-Nov-2019,AL NOOR BANGLE,WASHING ,GOLDEN,,200,,,,0,SAPNA (WHITE),,,200,,,,,,,
21-Nov-2019,MILAP BANGLE,WASHING ,GOLDEN,,250,,,,0,UJALA (WHITE),,250,,,,,,,,
21-Nov-2019,KASHIF BHAI TAHIR,WASHING ,GOLDEN,,100,,,,,KANTA (WHITE),,,100,,,,,,,
